Koppelmethode;Koppel-ID;Bron;Bronlaag;Bronveld;Bronwaarde;LGB-code_binnendijks;LGB-code_buitendijks;LGB_beschrijving;Toelichting;Documentatie
mapping;;BRP;brp_gewas;gewascode;2778;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Spruitkool/spruitjes, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2779;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Stamsperziebonen (=stamslabonen), productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2780;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Stamsperziebonen (=stamslabonen), zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2781;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Stoksnijbonen en stokslabonen, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2782;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Stoksnijbonen en stokslabonen, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2783;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Waspeen, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2784;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Waspeen, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2785;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Winterpeen, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2786;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Winterpeen, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2787;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Witlofwortel, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2788;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Witlofwortel, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2789;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Witte kool, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2790;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Witte kool, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2791;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Overige niet genoemde bladgewassen, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2792;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Overige niet genoemde bladgewassen, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2793;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Overige niet genoemde groenten, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2794;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Overige niet genoemde groenten, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2795;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Bloemkool, winter, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2796;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Bloemkool, winter, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2797;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Bloemkool, zomer, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2798;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Bloemkool, zomer, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2799;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Prei, winter, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2800;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Prei, winter, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2801;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Prei, zomer, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2802;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Prei, zomer, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;3055;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Lisdodde; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6767;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Linzen; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6792;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Zeekraal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6794;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Groene braak, spontane opkomst; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6795;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Liatris, bloembollen en -knollen; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6797;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Liatris, overige bloemkwekerijgewassen; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6802;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Sedum; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6803;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Sneeuwklokje, bloembollen en -knollen; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;7121;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Bonen, witte-; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;7122;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Yacon; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;7124;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Raapzaad, winter; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;7134;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Riet in water, anders dan een subsidiabele sloot; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;7135;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Riet in een subsidiabele sloot; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;7137;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Bonen, overig; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;7138;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Palmkool; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;233;51;179;Gerst, tarwe, mais (+ overige granen);"Tarwe, winter-; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;234;51;179;Gerst, tarwe, mais (+ overige granen);"Tarwe, zomer-; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;235;51;179;Gerst, tarwe, mais (+ overige granen);"Gerst, winter-; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;236;51;179;Gerst, tarwe, mais (+ overige granen);"Gerst, zomer-; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;238;51;179;Gerst, tarwe, mais (+ overige granen);"Haver; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;259;51;179;Gerst, tarwe, mais (+ overige granen);"Mais, snij-; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;314;51;179;Gerst, tarwe, mais (+ overige granen);"Triticale; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;316;51;179;Gerst, tarwe, mais (+ overige granen);"Mais, korrel-; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;317;51;179;Gerst, tarwe, mais (+ overige granen);"Mais, corncob mix; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;375;51;179;Gerst, tarwe, mais (+ overige granen);"Hop; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;381;51;179;Gerst, tarwe, mais (+ overige granen);"Teff; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;382;51;179;Gerst, tarwe, mais (+ overige granen);"Spelt; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;814;51;179;Gerst, tarwe, mais (+ overige granen);"Mais, suiker-; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1022;51;179;Gerst, tarwe, mais (+ overige granen);"Quinoa; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1922;51;179;Gerst, tarwe, mais (+ overige granen);"Koolzaad, winter (incl. boterzaad); Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1923;51;179;Gerst, tarwe, mais (+ overige granen);"Koolzaad, zomer (incl. boterzaad); Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1935;51;179;Gerst, tarwe, mais (+ overige granen);"Maiskolvensilage; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2032;51;179;Gerst, tarwe, mais (+ overige granen);"Mais, energie-; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2652;51;179;Gerst, tarwe, mais (+ overige granen);"Granen, overig; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6636;51;179;Gerst, tarwe, mais (+ overige granen);"Naakte haver; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;7129;51;179;Gerst, tarwe, mais (+ overige granen);"Rogge, groenvoedergewas; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;7130;51;179;Gerst, tarwe, mais (+ overige granen);"Rogge, korrelgewas; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;7131;51;179;Gerst, tarwe, mais (+ overige granen);"Rogge, groenbemesting, vanggewas; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;256;52;180;Aardappelen, suikerbieten, uien;"Bieten, suiker-; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;257;52;180;Aardappelen, suikerbieten, uien;"Bieten, voeder-; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;263;52;180;Aardappelen, suikerbieten, uien;"Uien, zilver-; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1927;52;180;Aardappelen, suikerbieten, uien;"Overige akkerbouwgewassen; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1932;52;180;Aardappelen, suikerbieten, uien;"Uien, poot en plant, 1e jaars; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1933;52;180;Aardappelen, suikerbieten, uien;"Uien, poot en plant, 2e jaars; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1934;52;180;Aardappelen, suikerbieten, uien;"Sjalotten; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2014;52;180;Aardappelen, suikerbieten, uien;"Aardappelen, consumptie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2015;52;180;Aardappelen, suikerbieten, uien;"Aardappelen, poot NAK; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2016;52;180;Aardappelen, suikerbieten, uien;"Aardappelen, poot TBM; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2017;52;180;Aardappelen, suikerbieten, uien;"Aardappelen, zetmeel; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2025;52;180;Aardappelen, suikerbieten, uien;"Aardappelen, bestrijdingsmaatregel AM; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6632;52;180;Aardappelen, suikerbieten, uien;"Zoete aardappelen; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6660;52;180;Aardappelen, suikerbieten, uien;"Uien, gele zaai-; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6664;52;180;Aardappelen, suikerbieten, uien;"Uien, rode zaai-; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;265;50;182;Agrarisch grasland (+ groenbemesters);"Agrarisch gras buitendijks valt onder overig gras/natuur zonder schade (notitie p. 9).; Grasland, blijvend; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;266;50;182;Agrarisch grasland (+ groenbemesters);"Agrarisch gras buitendijks valt onder overig gras/natuur zonder schade (notitie p. 9).; Grasland, tijdelijk; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;426;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Overige groenbemesters, vlinderbloemige-; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;516;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Miscanthus (olifantsgras); Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;801;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Esparcette; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;944;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Hennep, vezel-; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;3502;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Bladkool; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;3503;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Niet aangetroffen in lokale BRP-2025; naam niet ingevuld; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;3504;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Bladrammenas; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;3505;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Deder; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;3507;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Ethiopische mosterd; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;3508;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Facelia; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;3510;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Boekweit; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;3517;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Sarepta mosterd/Caliente; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;3518;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Niet aangetroffen in lokale BRP-2025; naam niet ingevuld; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;3519;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Soedangras/Sorghum; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;3520;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Niet aangetroffen in lokale BRP-2025; naam niet ingevuld; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;3521;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Stoppelknollen; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;3736;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Vlas, vezel-; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6746;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Beemdlangbloem, graszaad; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6748;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Beemdlangbloem, groenbemesting, vanggewas; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6749;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Bieslook; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6750;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Engels raaigras, graszaad; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6751;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Engels raaigras, groenbemesting, vanggewas; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6752;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Festulolium, graszaad; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6753;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Festulolium, groenbemesting, vanggewas; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6754;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Italiaans raaigras, graszaad; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6755;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Italiaans raaigras, groenbemesting, vanggewas; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6756;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Klaver, Alexandrijnse, groenbemesting, vanggewas; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6757;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Klaver, Alexandrijnse, klaverzaad; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6758;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Klaver, incarnaat, groenbemesting, vanggewas; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6759;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Klaver, incarnaat, klaverzaad; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6760;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Klaver, Perzische, groenbemesting, vanggewas; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6761;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Klaver, Perzische, klaverzaad; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6762;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Klaver, rode, groenbemesting, vanggewas; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6763;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Klaver, rode, klaverzaad; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6764;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Klaver, witte, groenbemesting, vanggewas; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6765;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Klaver, witte, klaverzaad; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6768;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Overig graszaad; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6769;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Overig klaverzaad; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6782;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Rietzwenkgras, graszaad; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6783;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Rietzwenkgras, groenbemesting, vanggewas; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6784;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Roodzwenkgras, graszaad; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6785;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Roodzwenkgras, groenbemesting, vanggewas; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6786;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Timothee, graszaad; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6787;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Timothee, groenbemesting, vanggewas; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6788;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Veldbeemdgras, graszaad; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6789;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Veldbeemdgras, groenbemesting, vanggewas; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6790;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Westerwolds raaigras, graszaad; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6791;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Westerwolds raaigras, groenbemesting, vanggewas; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;7125;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Overige groenbemesters, niet-vlinderbloemige-, niet zijnde gras; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;7126;50;178;Agrarisch grasland (+ groenbemesters);"Overige gewassen uit rij 50/178 van tabel 5. Agrarisch gras (265, 266) staat apart vanwege de buitendijkse uitzondering.; Overige gras, groenbemesting, vanggewas; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;331;54;182;Overig gras/natuur (geen schade);"Grasland, natuurlijk. Met landbouwactiviteiten.; Notitie p. 9, tabel 5";
